genome	path	time	node	continent
EPI_ISL_554678	0.000501017	2020.43715846995	67	Europe
EPI_ISL_554691	0.000534408000000001	2020.43715846995	78	Europe
EPI_ISL_554708	0.000401116	2020.43169398907	66	Europe
EPI_ISL_554717	0.000567798	2020.45355191257	87	Europe
EPI_ISL_554740	0.000467481	2020.43169398907	57	Europe
EPI_ISL_554749	0.000334051	2020.44262295082	69	Europe
EPI_ISL_554797	0.000634527000000001	2020.43169398907	73	Europe
EPI_ISL_554817	0.000334027	2020.4262295082	64	Europe
EPI_ISL_554819	0.000500845	2020.43989071038	62	Europe
EPI_ISL_554831	0.000500896	2020.43715846995	57	Europe
EPI_ISL_554844	0.000500919	2020.43715846995	61	Europe
EPI_ISL_554921	0.000478634	2020.45081967213	66	Europe
EPI_ISL_554952	0.00036745	2020.45081967213	73	Europe
EPI_ISL_554982	0.000334087	2020.44808743169	67	Europe
EPI_ISL_554998	0.000434148	2020.46721311475	62	Europe
EPI_ISL_555029	0.000567652	2020.45081967213	73	Europe
EPI_ISL_555049	0.000567787000000001	2020.45901639344	84	Europe
EPI_ISL_555064	0.000367487000000001	2020.44262295082	76	Europe
EPI_ISL_555092	0.000367429	2020.45628415301	64	Europe
EPI_ISL_555166	0.000367402	2020.45628415301	55	Europe
EPI_ISL_555170	0.000467648	2020.45628415301	76	Europe
EPI_ISL_555197	0.000667849000000001	2020.46174863388	79	Europe
EPI_ISL_555211	0.000333841	2020.46174863388	37	Europe
EPI_ISL_555223	0.000367441	2020.45901639344	64	Europe
EPI_ISL_555261	0.000534292	2020.45355191257	66	Europe
EPI_ISL_555277	0.000467493	2020.46721311475	65	Europe
EPI_ISL_555292	0.000551205	2020.45355191257	87	Europe
EPI_ISL_555343	0.000534247	2020.43989071038	66	Europe
EPI_ISL_555404	0.000434089	2020.43715846995	63	Europe
EPI_ISL_555414	0.000367469	2020.44535519126	67	Europe
EPI_ISL_555427	0.000367449	2020.43715846995	66	Europe
EPI_ISL_555460	0.000367377	2020.44535519126	62	Europe
EPI_ISL_555465	0.000434149	2020.45901639344	60	Europe
EPI_ISL_555483	0.00056764	2020.44535519126	72	Europe
EPI_ISL_555523	0.000434191	2020.44808743169	65	Europe
EPI_ISL_555553	0.000500919	2020.45901639344	68	Europe
EPI_ISL_555602	0.000501042	2020.45901639344	76	Europe
EPI_ISL_555605	0.000667799	2020.50273224044	74	Europe
EPI_ISL_555615	0.000500970000000001	2020.46721311475	80	Europe
EPI_ISL_555619	0.00051532	2020.46448087432	64	Europe
EPI_ISL_555633	0.000400748	2020.46174863388	65	Europe
EPI_ISL_555637	0.000667852	2020.50273224044	81	Europe
EPI_ISL_555647	0.000534231	2020.43169398907	66	Europe
EPI_ISL_555653	0.000434187	2020.45901639344	74	Europe
EPI_ISL_555656	0.000801298000000001	2020.45901639344	79	Europe
EPI_ISL_555664	0.000500899	2020.46448087432	63	Europe
EPI_ISL_555679	0.000434161	2020.43989071038	63	Europe
EPI_ISL_555682	0.00057878	2020.46174863388	77	Europe
EPI_ISL_555697	0.000634377	2020.50546448087	71	Europe
EPI_ISL_555755	0.000467506	2020.43169398907	69	Europe
EPI_ISL_555780	0.000434165	2020.44262295082	62	Europe
EPI_ISL_555792	0.000534267	2020.44808743169	68	Europe
EPI_ISL_555795	0.000601	2020.44262295082	65	Europe
EPI_ISL_555806	0.000467538	2020.43989071038	66	Europe
EPI_ISL_555831	0.00050101	2020.45628415301	68	Europe
EPI_ISL_555842	0.000434191	2020.46448087432	65	Europe
EPI_ISL_555864	0.000615652	2020.56830601093	69	Europe
EPI_ISL_555874	0.00040083	2020.45355191257	66	Europe
EPI_ISL_555882	0.000367505000000001	2020.45355191257	80	Europe
EPI_ISL_555894	0.000500874	2020.46174863388	67	Europe
EPI_ISL_555897	0.000500839	2020.46174863388	59	Europe
EPI_ISL_555919	0.000500921	2020.45081967213	69	Europe
EPI_ISL_555924	0.000481971	2020.46174863388	64	Europe
EPI_ISL_555956	0.000667859	2020.45355191257	76	Europe
EPI_ISL_555970	0.000367475000000001	2020.45355191257	77	Europe
EPI_ISL_555973	0.000500968000000001	2020.56830601093	83	Europe
EPI_ISL_556042	0.000367338	2020.45628415301	56	Europe
EPI_ISL_556099	0.000434194	2020.5	65	Europe
EPI_ISL_556102	0.000568678	2020.50546448087	64	Europe
EPI_ISL_556107	0.000434174	2020.49453551913	66	Europe
EPI_ISL_556125	0.000667819	2020.50546448087	80	Europe
EPI_ISL_556198	0.000534238	2020.50546448087	65	Europe
EPI_ISL_556247	0.000601076	2020.5	74	Europe
EPI_ISL_556280	0.000500915000000001	2020.45355191257	74	Europe
EPI_ISL_556290	0.000467762	2020.5	57	Europe
EPI_ISL_556304	0.000434122	2020.46448087432	69	Europe
EPI_ISL_556306	0.000334081	2020.44262295082	74	Europe
EPI_ISL_556365	0.000434078	2020.44262295082	62	Europe
EPI_ISL_556395	0.000400799	2020.44262295082	65	Europe
EPI_ISL_556412	0.000400834	2020.45901639344	69	Europe
EPI_ISL_556416	0.000545478	2020.45081967213	71	Europe
EPI_ISL_556434	0.000434036	2020.56830601093	42	Europe
EPI_ISL_556463	0.000500937	2020.45901639344	79	Europe
EPI_ISL_556475	0.000334097	2020.45901639344	69	Europe
EPI_ISL_556476	0.000400783	2020.44808743169	56	Europe
EPI_ISL_556493	0.000471905	2020.44262295082	68	Europe
EPI_ISL_556501	0.000367387	2020.45628415301	63	Europe
EPI_ISL_556572	0.000612166	2020.55191256831	55	Europe
EPI_ISL_556614	0.000434237	2020.48087431694	69	Europe
EPI_ISL_556646	0.000500893	2020.54918032787	63	Europe
EPI_ISL_556656	0.000601038000000001	2020.54371584699	82	Europe
EPI_ISL_556679	0.000368081	2020.53825136612	53	Europe
EPI_ISL_556684	0.000600978	2020.54098360656	62	Europe
EPI_ISL_556724	0.000612152	2020.53551912568	77	Europe
EPI_ISL_556728	0.000634376	2020.53825136612	69	Europe
EPI_ISL_556732	0.000400826	2020.53551912568	73	Europe
EPI_ISL_556734	0.000667819	2020.54644808743	81	Europe
EPI_ISL_556736	0.000434174	2020.53278688525	63	Europe
EPI_ISL_556786	0.000467564	2020.53825136612	64	Europe
EPI_ISL_556788	0.000400813	2020.53551912568	64	Europe
EPI_ISL_556808	0.000534264	2020.53825136612	58	Europe
EPI_ISL_556813	0.000567612	2020.54098360656	69	Europe
EPI_ISL_556825	0.000667895	2020.55737704918	81	Europe
EPI_ISL_556834	0.00046752	2020.55464480874	67	Europe
EPI_ISL_556846	0.000601006	2020.55191256831	58	Europe
EPI_ISL_556851	0.00058215	2020.56010928962	68	Europe
EPI_ISL_556865	0.000334064	2020.55737704918	70	Europe
EPI_ISL_556885	0.000434416	2020.56010928962	64	Europe
EPI_ISL_556905	0.000334079	2020.55737704918	71	Europe
EPI_ISL_556949	0.000467562	2020.54918032787	69	Europe
EPI_ISL_556955	0.000434207	2020.54098360656	73	Europe
EPI_ISL_556961	0.000334077	2020.55191256831	65	Europe
EPI_ISL_556979	0.000534321	2020.55191256831	60	Europe
EPI_ISL_556986	0.000400821	2020.4781420765	67	Europe
EPI_ISL_557013	0.000367429	2020.4781420765	65	Europe
EPI_ISL_557095	0.0005154	2020.48087431694	66	Europe
EPI_ISL_557139	0.000434158	2020.48360655738	63	Europe
EPI_ISL_557141	0.000501049	2020.4781420765	66	Europe
EPI_ISL_557147	0.000400784	2020.4781420765	65	Europe
EPI_ISL_557190	0.000582134	2020.54371584699	67	Europe
EPI_ISL_557195	0.000634774	2020.52459016393	75	Europe
EPI_ISL_557203	0.000701127	2020.53278688525	69	Europe
EPI_ISL_557208	0.000734558000000001	2020.53278688525	87	Europe
EPI_ISL_557219	0.000434474	2020.53825136612	64	Europe
EPI_ISL_557220	0.000267181	2020.54098360656	41	Europe
EPI_ISL_557230	0.000701328	2020.53551912568	76	Europe
EPI_ISL_557258	0.000667731	2020.54098360656	74	Europe
EPI_ISL_557259	0.000500849	2020.54098360656	64	Europe
EPI_ISL_557260	0.000600998	2020.53825136612	58	Europe
EPI_ISL_557267	0.000701211	2020.53825136612	77	Europe
EPI_ISL_557291	0.000400739	2020.52732240437	61	Europe
EPI_ISL_557297	0.000567669	2020.53825136612	61	Europe
EPI_ISL_557374	0.000334074	2020.49180327869	65	Europe
EPI_ISL_557440	0.000467502	2020.49180327869	66	Europe
EPI_ISL_557457	0.000467485	2020.54098360656	63	Europe
EPI_ISL_557479	0.00043417	2020.54098360656	49	Europe
EPI_ISL_557483	0.000334002	2020.54098360656	60	Europe
EPI_ISL_557492	0.000367465	2020.49180327869	66	Europe
EPI_ISL_557514	0.000567654	2020.54098360656	64	Europe
EPI_ISL_557520	0.000467527	2020.53825136612	66	Europe
EPI_ISL_557542	0.000567684	2020.54098360656	72	Europe
EPI_ISL_557600	0.000334069	2020.49180327869	71	Europe
EPI_ISL_557621	0.00047883	2020.49726775956	69	Europe
EPI_ISL_557682	0.000600992	2020.49453551913	67	Europe
EPI_ISL_557688	0.000434165	2020.49180327869	66	Europe
EPI_ISL_557693	0.000467531	2020.49453551913	63	Europe
EPI_ISL_557695	0.000400775	2020.49726775956	68	Europe
EPI_ISL_557761	0.000434159	2020.5	64	Europe
EPI_ISL_557769	0.000434165	2020.49726775956	71	Europe
EPI_ISL_557779	0.000467522	2020.49726775956	68	Europe
EPI_ISL_557784	0.000500885	2020.50546448087	64	Europe
EPI_ISL_557837	0.000334036	2020.49726775956	58	Europe
EPI_ISL_557844	0.000515395	2020.5	66	Europe
EPI_ISL_557848	0.000400773	2020.51092896175	65	Europe
EPI_ISL_557892	0.000467529	2020.49726775956	77	Europe
EPI_ISL_557919	0.000534255	2020.50546448087	67	Europe
EPI_ISL_557924	0.000534404000000001	2020.49726775956	86	Europe
EPI_ISL_558032	0.00050089	2020.5	67	Europe
EPI_ISL_558044	0.000471829	2020.50546448087	63	Europe
EPI_ISL_558085	0.000500896	2020.50273224044	68	Europe
EPI_ISL_558110	0.000534255	2020.50273224044	68	Europe
EPI_ISL_558219	0.000615519	2020.50273224044	68	Europe
EPI_ISL_558223	0.000434165	2020.50273224044	63	Europe
EPI_ISL_558254	0.000434142	2020.44262295082	64	Europe
EPI_ISL_558263	0.000400698	2020.45355191257	49	Europe
EPI_ISL_558285	0.000500867	2020.43989071038	68	Europe
EPI_ISL_558297	0.000601051	2020.43989071038	74	Europe
EPI_ISL_558303	0.000534408000000001	2020.43989071038	84	Europe
EPI_ISL_558309	0.000300634	2020.43989071038	59	Europe
EPI_ISL_558318	0.000467441	2020.44262295082	64	Europe
EPI_ISL_558389	0.00043418	2020.45355191257	77	Europe
EPI_ISL_558418	0.000467519	2020.46448087432	78	Europe
EPI_ISL_558429	0.000500862	2020.46448087432	66	Europe
EPI_ISL_558436	0.000534282	2020.46448087432	66	Europe
EPI_ISL_558458	0.000267085	2020.4781420765	28	Europe
EPI_ISL_558462	0.000467518	2020.45355191257	75	Europe
EPI_ISL_558507	0.000434358	2020.46448087432	65	Europe
EPI_ISL_558569	0.000367486	2020.46448087432	73	Europe
EPI_ISL_558573	0.00043413	2020.46448087432	67	Europe
EPI_ISL_558622	0.000500999	2020.46448087432	65	Europe
EPI_ISL_558625	0.000567623	2020.45355191257	69	Europe
EPI_ISL_558632	0.000467517	2020.45355191257	68	Europe
EPI_ISL_558683	0.00033399	2020.45081967213	57	Europe
EPI_ISL_558694	0.000634440000000001	2020.44808743169	77	Europe
EPI_ISL_558718	0.000517627	2020.46174863388	79	Europe
EPI_ISL_558731	0.000601034	2020.43989071038	70	Europe
EPI_ISL_558754	0.000534251	2020.45081967213	65	Europe
EPI_ISL_558759	0.000434115	2020.45901639344	59	Europe
EPI_ISL_558780	0.00056786	2020.45081967213	67	Europe
EPI_ISL_558807	0.000434091	2020.46448087432	42	Europe
EPI_ISL_558811	0.000467759	2020.44808743169	62	Europe
EPI_ISL_558821	0.00050088	2020.45081967213	65	Europe
EPI_ISL_558835	0.000367422	2020.46448087432	66	Europe
EPI_ISL_558843	0.000667842	2020.45901639344	83	Europe
EPI_ISL_558880	0.000567700000000001	2020.45081967213	74	Europe
EPI_ISL_558899	0.000400799	2020.45081967213	64	Europe
EPI_ISL_558900	0.000434163	2020.45081967213	65	Europe
EPI_ISL_558931	0.000434134	2020.41530054645	63	Europe
EPI_ISL_558933	0.000467987	2020.41530054645	68	Europe
EPI_ISL_558936	0.000667889000000001	2020.41803278689	77	Europe
EPI_ISL_558967	0.000300664	2020.41530054645	59	Europe
EPI_ISL_559005	0.000667867	2020.43989071038	83	Europe
EPI_ISL_559021	0.000367321	2020.41803278689	49	Europe
EPI_ISL_559059	0.000367669	2020.41530054645	64	Europe
EPI_ISL_559068	0.000333971	2020.41803278689	51	Europe
EPI_ISL_559145	0.000467474	2020.48087431694	67	Europe
EPI_ISL_559169	0.000434217	2020.48633879781	51	Europe
EPI_ISL_559223	0.000534265	2020.42349726776	70	Europe
EPI_ISL_559250	0.000534221	2020.4781420765	67	Europe
EPI_ISL_559251	0.000512069	2020.48087431694	71	Europe
EPI_ISL_559293	0.00040073	2020.48087431694	61	Europe
EPI_ISL_559295	0.000434135	2020.4781420765	74	Europe
EPI_ISL_559314	0.00043414	2020.42349726776	74	Europe
EPI_ISL_559319	0.000534418000000001	2020.4262295082	78	Europe
EPI_ISL_559322	0.000634521	2020.44262295082	78	Europe
EPI_ISL_559330	0.000500887	2020.44262295082	69	Europe
EPI_ISL_559342	0.000601191	2020.45355191257	79	Europe
EPI_ISL_559349	0.000400699	2020.43169398907	56	Europe
EPI_ISL_559355	0.00036735	2020.43169398907	61	Europe
EPI_ISL_559395	0.00036731	2020.44808743169	54	Europe
EPI_ISL_559421	0.000567731000000001	2020.40163934426	82	Europe
EPI_ISL_559442	0.000500992000000001	2020.37978142077	82	Europe
EPI_ISL_559462	0.000434091	2020.44262295082	66	Europe
EPI_ISL_559491	0.000267219	2020.44808743169	48	Europe
EPI_ISL_559540	0.000667943000000001	2020.43442622951	82	Europe
EPI_ISL_559557	0.000601098	2020.45081967213	81	Europe
EPI_ISL_559565	0.00036743	2020.43442622951	65	Europe
EPI_ISL_559613	0.000467543	2020.43715846995	76	Europe
EPI_ISL_559619	0.00040085	2020.45081967213	69	Europe
EPI_ISL_559639	0.000434196	2020.42076502732	78	Europe
EPI_ISL_559655	0.000400787	2020.43715846995	61	Europe
EPI_ISL_559662	0.000667831	2020.36338797814	81	Europe
EPI_ISL_559688	0.000467534	2020.34699453552	70	Europe
EPI_ISL_559697	0.000367368	2020.32240437158	62	Europe
EPI_ISL_559701	0.000400714	2020.36885245902	61	Europe
EPI_ISL_559721	0.000500904	2020.38797814208	69	Europe
EPI_ISL_559726	0.000400791	2020.38797814208	71	Europe
EPI_ISL_559732	0.000100122	2020.34153005464	3	Europe
EPI_ISL_559750	0.000567764000000001	2020.40163934426	77	Europe
EPI_ISL_559770	0.000500927000000001	2020.66120218579	77	Europe
EPI_ISL_559806	0.000679182	2020.6693989071	76	Europe
EPI_ISL_559854	0.000500945	2020.66666666667	74	Europe
EPI_ISL_560050	0.000701345	2020.67213114754	76	Europe
EPI_ISL_560089	0.000568748	2020.69398907104	69	Europe
EPI_ISL_560098	0.000635531	2020.6912568306	76	Europe
EPI_ISL_560101	0.000635577	2020.69398907104	84	Europe
EPI_ISL_560132	0.000535359	2020.6912568306	61	Europe
EPI_ISL_560165	0.000701364	2020.6912568306	82	Europe
EPI_ISL_560206	0.000602186	2020.68579234973	79	Europe
EPI_ISL_560207	0.000602146	2020.68852459016	74	Europe
EPI_ISL_560232	0.000602133	2020.70765027322	73	Europe
EPI_ISL_560268	0.000568813	2020.70218579235	79	Europe
EPI_ISL_560284	0.000668899	2020.69945355191	69	Europe
EPI_ISL_560311	0.000367387	2020.53825136612	62	Europe
EPI_ISL_560316	0.000367353	2020.55464480874	56	Europe
EPI_ISL_560350	0.000434108	2020.35519125683	55	North America
EPI_ISL_560397	0.000400795	2020.38524590164	65	Europe
EPI_ISL_560402	0.000400777	2020.37704918033	65	Europe
EPI_ISL_560419	0.000601309	2020.68306010929	69	Europe
EPI_ISL_560424	0.000702253	2020.68579234973	65	Europe
EPI_ISL_560446	0.000879389	2020.6912568306	75	Europe
EPI_ISL_560474	0.000701162	2020.6912568306	68	Europe
EPI_ISL_560483	0.000668849	2020.68852459016	63	Europe
EPI_ISL_560489	0.000602081	2020.68306010929	58	Europe
EPI_ISL_560515	0.000846034	2020.68579234973	74	Europe
EPI_ISL_560529	0.000567761	2020.6912568306	77	Europe
EPI_ISL_560545	0.000617717	2020.68306010929	67	Europe
EPI_ISL_560616	0.000634449	2020.59836065574	71	Europe
EPI_ISL_560617	0.000467521	2020.59836065574	60	Europe
EPI_ISL_560639	0.000734693	2020.49453551913	78	Europe
EPI_ISL_560640	0.000467609	2020.49180327869	74	Europe
EPI_ISL_560658	0.000200392	2020.21038251366	34	Europe
EPI_ISL_560668	0.00031184	2020.2131147541	68	Europe
EPI_ISL_560679	0.000347757	2020.2131147541	72	Europe
EPI_ISL_560729	0.000201994	2020.24316939891	35	Europe
EPI_ISL_560737	0.000300497	2020.24316939891	41	Europe
EPI_ISL_560770	0.000345173	2020.26775956284	68	North America
EPI_ISL_560810	0.00044585	2020.43442622951	59	North America
EPI_ISL_560816	0.000411876	2020.47267759563	70	North America
EPI_ISL_560841	0.000300535	2020.24863387978	45	North America
EPI_ISL_560842	0.000312141	2020.25683060109	76	North America
EPI_ISL_560941	0.000400735	2020.46994535519	54	North America
EPI_ISL_560955	0.000612617	2020.46994535519	74	North America
EPI_ISL_560986	0.000500919	2020.54098360656	71	Europe
EPI_ISL_561046	0.000400784	2020.56830601093	66	Africa
EPI_ISL_561064	0.000345174	2020.56830601093	69	Africa
EPI_ISL_561074	0.000400922	2020.56830601093	75	Africa
EPI_ISL_561082	0.000467621	2020.56830601093	74	Africa
EPI_ISL_561085	0.000467553	2020.56830601093	68	Africa
EPI_ISL_561088	0.000534149	2020.56830601093	48	Africa
EPI_ISL_561096	0.000434172	2020.56830601093	68	Africa
EPI_ISL_561105	0.000467508	2020.55191256831	69	Africa
EPI_ISL_561111	0.000445296	2020.55191256831	70	Africa
EPI_ISL_561121	0.000534242	2020.55191256831	68	Africa
EPI_ISL_561163	0.000467523	2020.56284153005	69	Africa
EPI_ISL_561169	0.000334236	2020.56830601093	73	Africa
EPI_ISL_561191	0.000434292	2020.56830601093	75	Africa
EPI_ISL_561199	0.000467646	2020.56830601093	74	Africa
EPI_ISL_561285	0.000334148	2020.45901639344	71	Africa
EPI_ISL_561292	0.000434253	2020.59836065574	74	Africa
EPI_ISL_561310	0.000434261	2020.54098360656	74	Africa
EPI_ISL_561341	0.000679036000000001	2020.64754098361	81	Asia
EPI_ISL_561372	0.000701697	2020.46174863388	67	Africa
EPI_ISL_562615	0.000734973	2020.69945355191	89	Oceania
EPI_ISL_562617	0.000601208	2020.62021857923	88	Oceania
EPI_ISL_562654	0.000635039	2020.64754098361	108	Oceania
EPI_ISL_562662	0.000601614	2020.61475409836	109	Oceania
EPI_ISL_562670	0.000601624	2020.63661202186	109	Oceania
EPI_ISL_562748	0.000501253	2020.63661202186	97	Oceania
EPI_ISL_562763	0.000634745	2020.64754098361	101	Oceania
EPI_ISL_562780	0.000601368	2020.6393442623	105	Oceania
EPI_ISL_562792	0.000635462	2020.61202185792	105	Oceania
EPI_ISL_562800	0.000701331	2020.65300546448	93	Oceania
EPI_ISL_562802	0.000668072	2020.59289617486	98	Oceania
EPI_ISL_562809	0.000601652	2020.6174863388	85	Oceania
EPI_ISL_562821	0.000567881	2020.65300546448	93	Oceania
EPI_ISL_562827	0.000601249	2020.65027322404	92	Oceania
EPI_ISL_562835	0.000734819	2020.65573770492	98	Oceania
EPI_ISL_562839	0.000567938	2020.6174863388	97	Oceania
EPI_ISL_562850	0.000568032	2020.57650273224	105	Oceania
EPI_ISL_562862	0.000601328	2020.57923497268	103	Oceania
EPI_ISL_562880	0.000614062	2020.56830601093	115	Oceania
EPI_ISL_562881	0.000568106	2020.57650273224	111	Oceania
EPI_ISL_562891	0.000567817	2020.6174863388	86	Oceania
EPI_ISL_562930	0.000667975	2020.65573770492	93	Oceania
EPI_ISL_562939	0.000501133	2020.66393442623	87	Oceania
EPI_ISL_562952	0.000668155	2020.68306010929	109	Oceania
EPI_ISL_562990	0.000568047	2020.59016393443	104	Oceania
EPI_ISL_563000	0.000634749	2020.67759562842	106	Oceania
EPI_ISL_563004	0.000568014	2020.67759562842	102	Oceania
EPI_ISL_563009	0.000667921	2020.57923497268	93	Oceania
EPI_ISL_563037	0.000734717	2020.67486338798	91	Oceania
EPI_ISL_563049	0.000601248	2020.67213114754	88	Oceania
EPI_ISL_563054	0.00066798	2020.66666666667	92	Oceania
EPI_ISL_563059	0.000667958	2020.67759562842	90	Oceania
EPI_ISL_563103	0.000601385	2020.58469945355	104	Oceania
EPI_ISL_563105	0.000568078	2020.57923497268	105	Oceania
EPI_ISL_563147	0.000567801	2020.59289617486	85	Oceania
EPI_ISL_563155	0.000668135	2020.68306010929	102	Oceania
EPI_ISL_563179	0.000501062000000001	2020.68306010929	78	Oceania
EPI_ISL_563180	0.000634724	2020.68579234973	102	Oceania
EPI_ISL_563250	0.000568275	2020.61202185792	101	Oceania
EPI_ISL_563256	0.000601371	2020.5737704918	99	Oceania
EPI_ISL_563269	0.00056803	2020.60655737705	101	Oceania
EPI_ISL_563271	0.000601594	2020.57103825137	98	Oceania
EPI_ISL_563303	0.000601304	2020.65300546448	98	Oceania
EPI_ISL_563335	0.000567888	2020.65027322404	90	Oceania
EPI_ISL_563344	0.000501198	2020.62021857923	92	Oceania
EPI_ISL_563410	0.000551547	2020.64754098361	111	Oceania
EPI_ISL_563412	0.000701433	2020.64754098361	97	Oceania
EPI_ISL_563422	0.000568248	2020.66120218579	98	Oceania
EPI_ISL_563429	0.000501078	2020.55464480874	84	Oceania
EPI_ISL_563440	0.000501128	2020.55464480874	86	Oceania
EPI_ISL_563482	0.000534458	2020.54371584699	86	Oceania
EPI_ISL_563483	0.000634723	2020.54371584699	110	Oceania
EPI_ISL_563490	0.000567887	2020.55464480874	94	Oceania
EPI_ISL_563517	0.00056801	2020.69398907104	102	Oceania
EPI_ISL_563531	0.000501108	2020.54098360656	85	Oceania
EPI_ISL_563539	0.000701481	2020.56557377049	107	Oceania
EPI_ISL_563576	0.000668109	2020.69945355191	102	Oceania
EPI_ISL_563595	0.000601379	2020.69945355191	102	Oceania
EPI_ISL_563603	0.000601389	2020.69945355191	102	Oceania
EPI_ISL_563615	0.000601219	2020.70218579235	89	Oceania
EPI_ISL_563616	0.000601294	2020.57650273224	99	Oceania
EPI_ISL_563618	0.000534657	2020.57103825137	102	Oceania
EPI_ISL_563621	0.000526233	2020.5737704918	97	Oceania
EPI_ISL_563622	0.000584652	2020.57103825137	98	Oceania
EPI_ISL_563642	0.000568002	2020.57103825137	99	Oceania
EPI_ISL_563680	0.000534623	2020.5737704918	101	Oceania
EPI_ISL_563713	0.000534407	2020.57103825137	82	Oceania
EPI_ISL_563717	0.000634718	2020.57103825137	110	Oceania
EPI_ISL_563751	0.00070137	2020.58469945355	98	Oceania
EPI_ISL_563796	0.000635106	2020.58469945355	92	Oceania
EPI_ISL_563815	0.000634509	2020.62568306011	83	Oceania
EPI_ISL_563822	0.000568019	2020.65300546448	102	Oceania
EPI_ISL_563823	0.000601372	2020.70491803279	102	Oceania
EPI_ISL_563830	0.00060124	2020.54918032787	97	Oceania
EPI_ISL_563863	0.000542829	2020.71038251366	85	Oceania
EPI_ISL_563873	0.000701474	2020.70218579235	106	Oceania
EPI_ISL_563889	0.000634976	2020.54371584699	107	Oceania
EPI_ISL_563895	0.000601566	2020.56010928962	104	Oceania
EPI_ISL_563907	0.000501076	2020.56010928962	83	Oceania
EPI_ISL_563933	0.000534482	2020.56010928962	83	Oceania
EPI_ISL_563935	0.000534608	2020.56284153005	97	Oceania
EPI_ISL_563936	0.000635036	2020.56010928962	106	Oceania
EPI_ISL_563946	0.000634659	2020.63387978142	95	Oceania
EPI_ISL_563953	0.000601362	2020.64480874317	105	Oceania
EPI_ISL_563971	0.000667989	2020.64754098361	92	Oceania
EPI_ISL_563977	0.000278514	2020.29781420765	75	Oceania
EPI_ISL_564006	0.000534605	2020.56284153005	96	Oceania
EPI_ISL_564012	0.00056793	2020.56284153005	96	Oceania
EPI_ISL_564038	0.000668163	2020.56830601093	103	Oceania
EPI_ISL_564051	0.000534647	2020.56830601093	101	Oceania
EPI_ISL_564056	0.00054713	2020.55191256831	99	Oceania
EPI_ISL_564060	0.000567918	2020.55191256831	97	Oceania
EPI_ISL_564113	0.000601246	2020.51092896175	92	Oceania
EPI_ISL_564114	0.000501059	2020.50546448087	83	Oceania
EPI_ISL_564118	0.000501178	2020.53005464481	92	Oceania
EPI_ISL_564135	0.00053462	2020.55191256831	100	Oceania
EPI_ISL_564168	0.000567891	2020.55737704918	93	Oceania
EPI_ISL_564169	0.000501068	2020.55737704918	81	Oceania
EPI_ISL_564199	0.000567895	2020.56010928962	91	Oceania
EPI_ISL_564209	0.000534483	2020.51366120219	88	Oceania
EPI_ISL_564229	0.000637432	2020.58196721311	91	Oceania
EPI_ISL_564265	0.000501053	2020.55737704918	79	Oceania
EPI_ISL_564304	0.000534627	2020.55737704918	102	Oceania
EPI_ISL_564311	0.000634716	2020.56830601093	106	Oceania
EPI_ISL_564325	0.000567845	2020.56010928962	92	Oceania
EPI_ISL_564342	0.000568015	2020.57103825137	106	Oceania
EPI_ISL_564349	0.000634826	2020.60109289617	108	Oceania
EPI_ISL_564367	0.000568065	2020.56830601093	109	Oceania
EPI_ISL_564383	0.000567804	2020.57650273224	83	Oceania
EPI_ISL_564402	0.000568013	2020.5737704918	105	Oceania
EPI_ISL_564432	0.000601352	2020.55737704918	99	Oceania
EPI_ISL_564472	0.000534637	2020.56010928962	102	Oceania
EPI_ISL_564538	0.00053457	2020.55191256831	96	Oceania
EPI_ISL_564555	0.000601426	2020.60928961749	108	Oceania
EPI_ISL_564569	0.000634757	2020.57103825137	107	Oceania
EPI_ISL_564577	0.000567985	2020.57923497268	101	Oceania
EPI_ISL_564594	0.000568004	2020.57923497268	101	Oceania
EPI_ISL_564595	0.000601401	2020.57923497268	107	Oceania
EPI_ISL_564664	0.000501068	2020.59836065574	84	Oceania
EPI_ISL_564671	0.00063466	2020.59016393443	91	Oceania
EPI_ISL_564676	0.000534662	2020.56557377049	103	Oceania
EPI_ISL_564685	0.000567985	2020.5737704918	100	Oceania
EPI_ISL_564687	0.000634766	2020.57103825137	106	Oceania
EPI_ISL_564688	0.00053462	2020.57103825137	95	Oceania
EPI_ISL_564708	0.000668068	2020.57650273224	98	Oceania
EPI_ISL_564734	0.000501203	2020.59836065574	91	Oceania
EPI_ISL_564768	0.000534472	2020.5956284153	83	Oceania
EPI_ISL_564781	0.000634632	2020.61202185792	100	Oceania
EPI_ISL_564789	0.000668149	2020.60655737705	109	Oceania
EPI_ISL_564851	0.000668169	2020.62295081967	105	Oceania
EPI_ISL_564855	0.000601448	2020.6174863388	105	Oceania
EPI_ISL_564860	0.000601335	2020.62021857923	99	Oceania
EPI_ISL_564883	0.000701342	2020.61475409836	91	Oceania
EPI_ISL_564904	0.000734811	2020.61475409836	99	Oceania
EPI_ISL_564927	0.000534588	2020.63114754098	94	Oceania
EPI_ISL_564979	0.00053448	2020.61202185792	87	Oceania
EPI_ISL_564992	0.000534647	2020.55737704918	102	Oceania
EPI_ISL_565002	0.000567934	2020.5737704918	100	Oceania
EPI_ISL_565008	0.000634748	2020.55191256831	103	Oceania
EPI_ISL_565074	0.000634628	2020.58196721311	100	Oceania
EPI_ISL_565089	0.000734831	2020.62568306011	100	Oceania
EPI_ISL_565127	0.000568393	2020.62568306011	110	Oceania
